key,namespace,source_file,source_line,current_fr_value,context,category,priority,extraction_status,notes
email.cart_abandoned.body_resume,email,src/lib/mail/templates/cart-abandoned.tsx,24,Reprends où tu en étais en un clic — pas besoin de tout retaper :,cart abandoned resume,email-template,P1,pending,
email.cart_abandoned.cta,email,src/lib/mail/templates/cart-abandoned.tsx,32,Reprendre mon panier →,cart abandoned cta,email-template,P1,pending,
email.cart_abandoned.body_question,email,src/lib/mail/templates/cart-abandoned.tsx,35,"Si tu as une question sur la commande, réponds simplement à ce mail — une conseillère te répond dans la journée.",cart abandoned footer,email-template,P1,pending,
chat.launcher.aria_open,chat,src/components/chat/ChatLauncher.tsx,76,Ouvrir le chat,chat launcher aria open,ui-static,P1,pending,
chat.launcher.aria_close,chat,src/components/chat/ChatLauncher.tsx,76,Fermer le chat,chat launcher aria close,ui-static,P1,pending,
chat.launcher.aria_unread,chat,src/components/chat/ChatLauncher.tsx,98,{count} nouveau messages,chat unread badge aria,ui-static,P2,pending,interpolation count
chat.header.name,chat,src/components/chat/ChatHeader.tsx,26,Assistante FemiGlow,chat header assistant name,ui-static,P0,pending,
chat.header.status,chat,src/components/chat/ChatHeader.tsx,27,En ligne · répond en quelques secondes,chat header status,ui-static,P0,pending,
chat.header.close_aria,chat,src/components/chat/ChatHeader.tsx,32,Fermer le chat,chat header close aria,ui-static,P0,pending,
chat.header.close_label,chat,src/components/chat/ChatHeader.tsx,55,Fermer,chat header close button,ui-static,P0,pending,
chat.composer.placeholder.fr,chat,src/components/chat/ChatComposer.tsx,14,Posez votre question…,chat composer placeholder fr,ui-static,P0,pending,already multilingual
chat.composer.placeholder.ar,chat,src/components/chat/ChatComposer.tsx,15,اكتب رسالتك…,chat composer placeholder ar,ui-static,P0,pending,
chat.composer.placeholder.ar_ma,chat,src/components/chat/ChatComposer.tsx,16,kteb ssoual dyalek…,chat composer placeholder darija,ui-static,P1,pending,
chat.composer.input_aria,chat,src/components/chat/ChatComposer.tsx,61,Message,chat input aria,ui-static,P1,pending,
chat.composer.stop_label,chat,src/components/chat/ChatComposer.tsx,72,Stop,chat stop streaming label,ui-static,P1,pending,
chat.composer.send_aria,chat,src/components/chat/ChatComposer.tsx,78,Envoyer,chat send button aria,ui-static,P0,pending,
chat.message_list.aria,chat,src/components/chat/MessageList.tsx,47,Conversation,chat list aria,ui-static,P1,pending,
chat.message_list.suggestions_aria,chat,src/components/chat/MessageList.tsx,89,Suggestions rapides,suggestions aria,ui-static,P1,pending,
chat.message_bubble.sources_label,chat,src/components/chat/MessageBubble.tsx,66,Sources · {count},sources popover label,ui-static,P2,pending,interpolation
chat.lead_form.countries.maroc,chat,src/components/chat/LeadFormBubble.tsx,39,Maroc,country option,ui-static,P1,pending,
chat.lead_form.countries.france,chat,src/components/chat/LeadFormBubble.tsx,40,France,country option,ui-static,P1,pending,
chat.lead_form.countries.belgique,chat,src/components/chat/LeadFormBubble.tsx,41,Belgique,country option,ui-static,P1,pending,
chat.lead_form.countries.suisse,chat,src/components/chat/LeadFormBubble.tsx,42,Suisse,country option,ui-static,P1,pending,
chat.lead_form.countries.algerie,chat,src/components/chat/LeadFormBubble.tsx,43,Algérie,country option,ui-static,P1,pending,
chat.lead_form.countries.tunisie,chat,src/components/chat/LeadFormBubble.tsx,44,Tunisie,country option,ui-static,P1,pending,
chat.lead_form.country_aria,chat,src/components/chat/LeadFormBubble.tsx,311,Pays,country select aria,ui-static,P2,pending,
chat.lead_form.honeypot_label,chat,src/components/chat/LeadFormBubble.tsx,368,Téléphone alternatif,honeypot label,ui-static,P2,pending,
chat.lead_form.copy.fr.intro_default,chat,src/components/chat/lead-form-copy.ts,60,"Réponse en moins de 2 h, en horaires d'ouverture.",lead form fr intro default,ui-static,P0,pending,already multilingual (FR/AR/AR-MA)
chat.lead_form.copy.fr.cta_default,chat,src/components/chat/lead-form-copy.ts,61,Être rappelée,lead form fr cta default,ui-static,P0,pending,
chat.lead_form.copy.fr.dismiss,chat,src/components/chat/lead-form-copy.ts,62,Plus tard,lead form dismiss,ui-static,P0,pending,
chat.lead_form.copy.fr.first_name_label,chat,src/components/chat/lead-form-copy.ts,63,Prénom,lead form first name label,ui-static,P0,pending,
chat.lead_form.copy.fr.first_name_placeholder,chat,src/components/chat/lead-form-copy.ts,64,Ex. Sara,first name placeholder,ui-static,P0,pending,
chat.lead_form.copy.fr.phone_label,chat,src/components/chat/lead-form-copy.ts,65,Téléphone (WhatsApp),phone label,ui-static,P0,pending,
chat.lead_form.copy.fr.phone_placeholder,chat,src/components/chat/lead-form-copy.ts,66,06 12 34 56 78,phone placeholder,ui-static,P0,pending,
chat.lead_form.copy.fr.note_label,chat,src/components/chat/lead-form-copy.ts,67,Une question précise ?,note label,ui-static,P1,pending,
chat.lead_form.copy.fr.note_placeholder,chat,src/components/chat/lead-form-copy.ts,68,Ex. besoin de conseil sur ma routine,note placeholder,ui-static,P1,pending,
chat.lead_form.copy.fr.consent,chat,src/components/chat/lead-form-copy.ts,69,J’accepte d’être recontactée par FemiGlow. Mes données restent privées.,consent text,ui-static,P0,pending,
chat.lead_form.copy.fr.submit,chat,src/components/chat/lead-form-copy.ts,71,Recevoir un appel,submit cta,ui-static,P0,pending,
chat.lead_form.copy.fr.success_fallback,chat,src/components/chat/lead-form-copy.ts,72,Merci ! Une conseillère vous appellera très vite. À tout de suite ✨,success message,ui-static,P0,pending,emoji
chat.lead_form.copy.fr.privacy_note,chat,src/components/chat/lead-form-copy.ts,74,"Données utilisées uniquement pour ce rappel. Aucun spam, aucune revente.",privacy note,ui-static,P1,pending,
chat.lead_form.copy.fr.purchase_intent.intro,chat,src/components/chat/lead-form-copy.ts,109,Rappel dans la journée · paiement en main propre à la réception.,purchase intent intro,ui-static,P0,pending,
chat.lead_form.copy.fr.purchase_intent.cta,chat,src/components/chat/lead-form-copy.ts,110,Commander mon kit,purchase intent cta,ui-static,P0,pending,
chat.lead_form.copy.fr.purchase_intent.submit,chat,src/components/chat/lead-form-copy.ts,111,Valider ma commande,purchase intent submit,ui-static,P0,pending,
chat.lead_form.copy.fr.purchase_intent.success,chat,src/components/chat/lead-form-copy.ts,113,Merci ! Une conseillère vous appelle dans la journée pour confirmer la livraison. À tout de suite ✨,purchase intent success,ui-static,P0,pending,emoji
chat.lead_form.copy.fr.b2b.cta,chat,src/components/chat/lead-form-copy.ts,102,Être contactée (pro),b2b cta,ui-static,P1,pending,
chat.lead_form.copy.fr.b2b.note_label,chat,src/components/chat/lead-form-copy.ts,103,"Type de projet (institut, pharmacie, e-commerce…)",b2b note label,ui-static,P1,pending,
chat.lead_form.copy.fr.b2b.note_placeholder,chat,src/components/chat/lead-form-copy.ts,104,Ex. salon esthétique à Rabat,b2b note placeholder,ui-static,P1,pending,
chat.lead_form.copy.fr.b2b.intro,chat,src/components/chat/lead-form-copy.ts,101,On revient vers vous sous 48 h pour cadrer le projet.,b2b intro,ui-static,P1,pending,
chat.lead_form.copy.fr.objection.intro,chat,src/components/chat/lead-form-copy.ts,90,"Court échange, sans engagement.",objection intro,ui-static,P1,pending,
chat.lead_form.copy.fr.objection.cta,chat,src/components/chat/lead-form-copy.ts,92,Parler à une conseillère,objection cta,ui-static,P1,pending,
chat.lead_form.copy.fr.after_hours.intro,chat,src/components/chat/lead-form-copy.ts,96,"On rappelle dès l’ouverture (lun–sam, 9 h).",after-hours intro,ui-static,P1,pending,
chat.lead_form.copy.fr.after_hours.cta,chat,src/components/chat/lead-form-copy.ts,97,Être rappelée demain,after-hours cta,ui-static,P1,pending,
chat.lead_form.copy.fr.out_of_knowledge.intro,chat,src/components/chat/lead-form-copy.ts,86,Une conseillère humaine prend le relais.,out-of-knowledge intro,ui-static,P1,pending,
chat.lead_form.copy.fr.out_of_knowledge.cta,chat,src/components/chat/lead-form-copy.ts,87,Demander un rappel,out-of-knowledge cta,ui-static,P1,pending,
chat.lead_form.copy.fr.inline_contact.intro,chat,src/components/chat/lead-form-copy.ts,119,Rien n’est enregistré tant que ce formulaire n’est pas validé.,inline contact intro,ui-static,P1,pending,
chat.lead_form.copy.fr.inline_contact.cta,chat,src/components/chat/lead-form-copy.ts,120,Confirmer mes coordonnées,inline contact cta,ui-static,P1,pending,
chat.lead_form.copy.fr.inline_contact.submit,chat,src/components/chat/lead-form-copy.ts,121,Valider,inline contact submit,ui-static,P1,pending,
chat.lead_form.copy.fr.manual.intro,chat,src/components/chat/lead-form-copy.ts,127,On vous rappelle dès qu’on est dispo.,manual intro,ui-static,P1,pending,
chat.lead_form.copy.fr.manual.cta,chat,src/components/chat/lead-form-copy.ts,128,Être rappelée,manual cta,ui-static,P1,pending,
chat.lead_form.errors.first_name_too_short,chat,src/components/chat/LeadFormBubble.tsx,418,Votre prénom semble incomplet.,lead error first name,error-message,P0,pending,
chat.lead_form.errors.phone_too_short,chat,src/components/chat/LeadFormBubble.tsx,419,Numéro trop court.,lead error phone,error-message,P0,pending,
chat.lead_form.errors.invalid_phone,chat,src/components/chat/LeadFormBubble.tsx,420,Numéro invalide. Vérifiez le format.,lead error phone format,error-message,P0,pending,
chat.lead_form.errors.consent_required,chat,src/components/chat/LeadFormBubble.tsx,421,"Pour pouvoir vous rappeler, on a besoin de votre accord — re-soumettez le formulaire.",lead error consent,error-message,P0,pending,
chat.lead_form.errors.session_missing,chat,src/components/chat/LeadFormBubble.tsx,422,Session expirée. Recommencez.,lead error session,error-message,P0,pending,
chat.lead_form.errors.already_captured,chat,src/components/chat/LeadFormBubble.tsx,423,"Demande déjà reçue, on vous appelle bientôt.",lead error duplicate,error-message,P1,pending,
chat.lead_form.errors.rate_limited,chat,src/components/chat/LeadFormBubble.tsx,424,Un instant — trop de tentatives ré-essayez dans 1 min.,lead error rate limit,error-message,P0,pending,
chat.lead_form.errors.submit_failed,chat,src/components/chat/LeadFormBubble.tsx,425,Une erreur est survenue. Ré-essayez.,lead error submit,error-message,P0,pending,
chat.lead_form.errors.network_error,chat,src/components/chat/LeadFormBubble.tsx,426,Connexion interrompue. Ré-essayez.,lead error network,error-message,P0,pending,
mock-data.ritual_module.kicker,marketing,src/components/sections/rituals/RitualsModule.tsx,39,LES VOIX DE LA MAISON,rituals module kicker (CAPS),ui-static,P1,pending,EN MAJUSCULES
mock-data.ritual_module.empty_title,marketing,src/components/sections/rituals/RitualsModule.tsx,42,La maison écoute.,rituals empty title,ui-static,P1,pending,
mock-data.ritual_module.empty_body,marketing,src/components/sections/rituals/RitualsModule.tsx,45,Soyez la première à partager votre rituel.,rituals empty body,ui-static,P1,pending,
mock-data.ritual_module.headline_one,marketing,src/components/sections/rituals/RitualsModule.tsx,56,Une initiée a partagé son rituel. Elle le reprendrait.,rituals headline 1,ui-static,P1,pending,
mock-data.ritual_module.headline_many,marketing,src/components/sections/rituals/RitualsModule.tsx,57,{total} initiées ont partagé. {oui} reprendraient le rituel.,rituals headline many,ui-static,P1,pending,interpolation total+oui
mock-data.ritual_module.read_all,marketing,src/components/sections/rituals/RitualsModule.tsx,110,Lire les {total} rituels partagés,rituals see all link,ui-static,P1,pending,interpolation total
